scenarioId,flow,itemId,voiceId,exposureType,equipmentState,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,interAssetGapAssumptionMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-push-up-standard-repeat-instructions-gap250,training,push-up-standard,clara,repeat_instructions,state_current,1;2,ex-push-up-standard-first-v2;target-push-up-standard-v2,"Push-up. Hands under your shoulders. Lower with control, then press up.;Aim for eight reps.",2,6600,250,6850,8850,11850,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-standard-repeat-instructions-gap0,training,push-up-standard,marcus,repeat_instructions,state_current,1;2,ex-push-up-standard-first-v2;target-push-up-standard-v2,"Push-up. Hands under your shoulders. Lower with control, then press up.;Aim for eight reps.",2,6440,0,6440,8440,11440,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-standard-repeat-instructions-gap100,training,push-up-standard,marcus,repeat_instructions,state_current,1;2,ex-push-up-standard-first-v2;target-push-up-standard-v2,"Push-up. Hands under your shoulders. Lower with control, then press up.;Aim for eight reps.",2,6440,100,6540,8540,11540,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-standard-repeat-instructions-gap250,training,push-up-standard,marcus,repeat_instructions,state_current,1;2,ex-push-up-standard-first-v2;target-push-up-standard-v2,"Push-up. Hands under your shoulders. Lower with control, then press up.;Aim for eight reps.",2,6440,250,6690,8690,11690,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-wall-first-use-cold-equipment-gap0,training,push-up-wall,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2;safe-support-first-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.;Keep sturdy support within easy reach.",4,12120,0,12120,14120,17120,ordinary_first_use_pre_countdown,12000,16000,false,true,Complete pre-countdown sequence with family de-duplication.
training-push-up-wall-first-use-cold-equipment-gap100,training,push-up-wall,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2;safe-support-first-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.;Keep sturdy support within easy reach.",4,12120,100,12420,14420,17420,ordinary_first_use_pre_countdown,12000,16000,false,true,Complete pre-countdown sequence with family de-duplication.
training-push-up-wall-first-use-cold-equipment-gap250,training,push-up-wall,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2;safe-support-first-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.;Keep sturdy support within easy reach.",4,12120,250,12870,14870,17870,ordinary_first_use_pre_countdown,12000,16000,false,true,Complete pre-countdown sequence with family de-duplication.
training-push-up-wall-first-use-cold-equipment-gap0,training,push-up-wall,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2;safe-support-first-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.;Keep sturdy support within easy reach.",4,11830,0,11830,13830,16830,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-push-up-wall-first-use-cold-equipment-gap100,training,push-up-wall,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2;safe-support-first-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.;Keep sturdy support within easy reach.",4,11830,100,12130,14130,17130,ordinary_first_use_pre_countdown,12000,16000,false,true,Complete pre-countdown sequence with family de-duplication.
training-push-up-wall-first-use-cold-equipment-gap250,training,push-up-wall,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2;safe-support-first-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.;Keep sturdy support within easy reach.",4,11830,250,12580,14580,17580,ordinary_first_use_pre_countdown,12000,16000,false,true,Complete pre-countdown sequence with family de-duplication.
training-push-up-wall-first-use-warm-equipment-gap0,training,push-up-wall,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",3,9540,0,9540,11540,14540,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-push-up-wall-first-use-warm-equipment-gap100,training,push-up-wall,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",3,9540,100,9740,11740,14740,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-push-up-wall-first-use-warm-equipment-gap250,training,push-up-wall,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",3,9540,250,10040,12040,15040,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-push-up-wall-first-use-warm-equipment-gap0,training,push-up-wall,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",3,9310,0,9310,11310,14310,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-push-up-wall-first-use-warm-equipment-gap100,training,push-up-wall,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",3,9310,100,9510,11510,14510,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-push-up-wall-first-use-warm-equipment-gap250,training,push-up-wall,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-push-up-wall-first-v2;target-push-up-wall-v2,"You're in position. Stay there.;Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",3,9310,250,9810,11810,14810,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-push-up-wall-later-set-gap0,training,push-up-wall,clara,later_set,family_warning_already_heard,1;2,ex-push-up-wall-next-v2;target-push-up-wall-v2,Wall push-up.;Aim for ten reps.,2,3360,0,3360,5360,8360,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-push-up-wall-later-set-gap100,training,push-up-wall,clara,later_set,family_warning_already_heard,1;2,ex-push-up-wall-next-v2;target-push-up-wall-v2,Wall push-up.;Aim for ten reps.,2,3360,100,3460,5460,8460,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-push-up-wall-later-set-gap250,training,push-up-wall,clara,later_set,family_warning_already_heard,1;2,ex-push-up-wall-next-v2;target-push-up-wall-v2,Wall push-up.;Aim for ten reps.,2,3360,250,3610,5610,8610,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-push-up-wall-later-set-gap0,training,push-up-wall,marcus,later_set,family_warning_already_heard,1;2,ex-push-up-wall-next-v2;target-push-up-wall-v2,Wall push-up.;Aim for ten reps.,2,3290,0,3290,5290,8290,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-push-up-wall-later-set-gap100,training,push-up-wall,marcus,later_set,family_warning_already_heard,1;2,ex-push-up-wall-next-v2;target-push-up-wall-v2,Wall push-up.;Aim for ten reps.,2,3290,100,3390,5390,8390,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-push-up-wall-later-set-gap250,training,push-up-wall,marcus,later_set,family_warning_already_heard,1;2,ex-push-up-wall-next-v2;target-push-up-wall-v2,Wall push-up.;Aim for ten reps.,2,3290,250,3540,5540,8540,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-push-up-wall-repeat-instructions-gap0,training,push-up-wall,clara,repeat_instructions,state_current,1;2,ex-push-up-wall-first-v2;target-push-up-wall-v2,"Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",2,7320,0,7320,9320,12320,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-wall-repeat-instructions-gap100,training,push-up-wall,clara,repeat_instructions,state_current,1;2,ex-push-up-wall-first-v2;target-push-up-wall-v2,"Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",2,7320,100,7420,9420,12420,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-wall-repeat-instructions-gap250,training,push-up-wall,clara,repeat_instructions,state_current,1;2,ex-push-up-wall-first-v2;target-push-up-wall-v2,"Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",2,7320,250,7570,9570,12570,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-wall-repeat-instructions-gap0,training,push-up-wall,marcus,repeat_instructions,state_current,1;2,ex-push-up-wall-first-v2;target-push-up-wall-v2,"Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",2,7140,0,7140,9140,12140,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-wall-repeat-instructions-gap100,training,push-up-wall,marcus,repeat_instructions,state_current,1;2,ex-push-up-wall-first-v2;target-push-up-wall-v2,"Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",2,7140,100,7240,9240,12240,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-push-up-wall-repeat-instructions-gap250,training,push-up-wall,marcus,repeat_instructions,state_current,1;2,ex-push-up-wall-first-v2;target-push-up-wall-v2,"Wall push-up. Hands on the wall. Lower in with control, then press away.;Aim for ten reps.",2,7140,250,7390,9390,12390,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-seated-band-row-first-use-cold-equipment-gap0,training,seated-band-row,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4;5,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2;safe-chair-first-v2;safe-band-first-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.;Use a sturdy chair that will not slide or tip.;Check the band first. Keep it away from your face and return it slowly.",5,21900,0,21900,23900,26900,ordinary_first_use_pre_countdown,12000,16000,false,false,Complete pre-countdown sequence with family de-duplication.
training-seated-band-row-first-use-cold-equipment-gap100,training,seated-band-row,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4;5,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2;safe-chair-first-v2;safe-band-first-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.;Use a sturdy chair that will not slide or tip.;Check the band first. Keep it away from your face and return it slowly.",5,21900,100,22300,24300,27300,ordinary_first_use_pre_countdown,12000,16000,false,false,Complete pre-countdown sequence with family de-duplication.
training-seated-band-row-first-use-cold-equipment-gap250,training,seated-band-row,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4;5,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2;safe-chair-first-v2;safe-band-first-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.;Use a sturdy chair that will not slide or tip.;Check the band first. Keep it away from your face and return it slowly.",5,21900,250,22900,24900,27900,ordinary_first_use_pre_countdown,12000,16000,false,false,Complete pre-countdown sequence with family de-duplication.
training-seated-band-row-first-use-cold-equipment-gap0,training,seated-band-row,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4;5,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2;safe-chair-first-v2;safe-band-first-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.;Use a sturdy chair that will not slide or tip.;Check the band first. Keep it away from your face and return it slowly.",5,21350,0,21350,23350,26350,ordinary_first_use_pre_countdown,12000,16000,false,false,Complete pre-countdown sequence with family de-duplication.
training-seated-band-row-first-use-cold-equipment-gap100,training,seated-band-row,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4;5,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2;safe-chair-first-v2;safe-band-first-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.;Use a sturdy chair that will not slide or tip.;Check the band first. Keep it away from your face and return it slowly.",5,21350,100,21750,23750,26750,ordinary_first_use_pre_countdown,12000,16000,false,false,Complete pre-countdown sequence with family de-duplication.
training-seated-band-row-first-use-cold-equipment-gap250,training,seated-band-row,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4;5,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2;safe-chair-first-v2;safe-band-first-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.;Use a sturdy chair that will not slide or tip.;Check the band first. Keep it away from your face and return it slowly.",5,21350,250,22350,24350,27350,ordinary_first_use_pre_countdown,12000,16000,false,false,Complete pre-countdown sequence with family de-duplication.
training-seated-band-row-first-use-warm-equipment-gap0,training,seated-band-row,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",3,12420,0,12420,14420,17420,ordinary_first_use_pre_countdown,12000,16000,false,true,First-use after relevant equipment family warning has already been heard.
training-seated-band-row-first-use-warm-equipment-gap100,training,seated-band-row,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",3,12420,100,12620,14620,17620,ordinary_first_use_pre_countdown,12000,16000,false,true,First-use after relevant equipment family warning has already been heard.
training-seated-band-row-first-use-warm-equipment-gap250,training,seated-band-row,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",3,12420,250,12920,14920,17920,ordinary_first_use_pre_countdown,12000,16000,false,true,First-use after relevant equipment family warning has already been heard.
training-seated-band-row-first-use-warm-equipment-gap0,training,seated-band-row,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",3,12110,0,12110,14110,17110,ordinary_first_use_pre_countdown,12000,16000,false,true,First-use after relevant equipment family warning has already been heard.
training-seated-band-row-first-use-warm-equipment-gap100,training,seated-band-row,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",3,12110,100,12310,14310,17310,ordinary_first_use_pre_countdown,12000,16000,false,true,First-use after relevant equipment family warning has already been heard.
training-seated-band-row-first-use-warm-equipment-gap250,training,seated-band-row,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-band-row-first-v2;target-seated-band-row-v2,"You're in position. Stay there.;Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",3,12110,250,12610,14610,17610,ordinary_first_use_pre_countdown,12000,16000,false,true,First-use after relevant equipment family warning has already been heard.
training-seated-band-row-later-set-gap0,training,seated-band-row,clara,later_set,family_warning_already_heard,1;2,ex-seated-band-row-next-v2;target-seated-band-row-v2,Seated band row.;Aim for ten reps.,2,3360,0,3360,5360,8360,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-band-row-later-set-gap100,training,seated-band-row,clara,later_set,family_warning_already_heard,1;2,ex-seated-band-row-next-v2;target-seated-band-row-v2,Seated band row.;Aim for ten reps.,2,3360,100,3460,5460,8460,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-band-row-later-set-gap250,training,seated-band-row,clara,later_set,family_warning_already_heard,1;2,ex-seated-band-row-next-v2;target-seated-band-row-v2,Seated band row.;Aim for ten reps.,2,3360,250,3610,5610,8610,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-band-row-later-set-gap0,training,seated-band-row,marcus,later_set,family_warning_already_heard,1;2,ex-seated-band-row-next-v2;target-seated-band-row-v2,Seated band row.;Aim for ten reps.,2,3290,0,3290,5290,8290,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-band-row-later-set-gap100,training,seated-band-row,marcus,later_set,family_warning_already_heard,1;2,ex-seated-band-row-next-v2;target-seated-band-row-v2,Seated band row.;Aim for ten reps.,2,3290,100,3390,5390,8390,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-band-row-later-set-gap250,training,seated-band-row,marcus,later_set,family_warning_already_heard,1;2,ex-seated-band-row-next-v2;target-seated-band-row-v2,Seated band row.;Aim for ten reps.,2,3290,250,3540,5540,8540,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-band-row-repeat-instructions-gap0,training,seated-band-row,clara,repeat_instructions,state_current,1;2,ex-seated-band-row-first-v2;target-seated-band-row-v2,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",2,10200,0,10200,12200,15200,repeat_instructions,10000,14000,false,true,Explicit Repeat control path.
training-seated-band-row-repeat-instructions-gap100,training,seated-band-row,clara,repeat_instructions,state_current,1;2,ex-seated-band-row-first-v2;target-seated-band-row-v2,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",2,10200,100,10300,12300,15300,repeat_instructions,10000,14000,false,true,Explicit Repeat control path.
training-seated-band-row-repeat-instructions-gap250,training,seated-band-row,clara,repeat_instructions,state_current,1;2,ex-seated-band-row-first-v2;target-seated-band-row-v2,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",2,10200,250,10450,12450,15450,repeat_instructions,10000,14000,false,true,Explicit Repeat control path.
training-seated-band-row-repeat-instructions-gap0,training,seated-band-row,marcus,repeat_instructions,state_current,1;2,ex-seated-band-row-first-v2;target-seated-band-row-v2,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",2,9940,0,9940,11940,14940,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-seated-band-row-repeat-instructions-gap100,training,seated-band-row,marcus,repeat_instructions,state_current,1;2,ex-seated-band-row-first-v2;target-seated-band-row-v2,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",2,9940,100,10040,12040,15040,repeat_instructions,10000,14000,false,true,Explicit Repeat control path.
training-seated-band-row-repeat-instructions-gap250,training,seated-band-row,marcus,repeat_instructions,state_current,1;2,ex-seated-band-row-first-v2;target-seated-band-row-v2,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.;Aim for ten reps.",2,9940,250,10190,12190,15190,repeat_instructions,10000,14000,false,true,Explicit Repeat control path.
training-seated-hamstring-reach-first-use-cold-equipment-gap0,training,seated-hamstring-reach,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2;safe-chair-first-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.;Use a sturdy chair that will not slide or tip.",4,15360,0,15360,17360,20360,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-001. Complete pre-countdown sequence excludes countdown by budget definition.
training-seated-hamstring-reach-first-use-cold-equipment-gap100,training,seated-hamstring-reach,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2;safe-chair-first-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.;Use a sturdy chair that will not slide or tip.",4,15360,100,15660,17660,20660,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-001. Complete pre-countdown sequence excludes countdown by budget definition.
training-seated-hamstring-reach-first-use-cold-equipment-gap250,training,seated-hamstring-reach,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2;safe-chair-first-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.;Use a sturdy chair that will not slide or tip.",4,15360,250,16110,18110,21110,ordinary_first_use_pre_countdown,12000,16000,false,false,Blocked by FD-001. Complete pre-countdown sequence excludes countdown by budget definition.
training-seated-hamstring-reach-first-use-cold-equipment-gap0,training,seated-hamstring-reach,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2;safe-chair-first-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.;Use a sturdy chair that will not slide or tip.",4,14980,0,14980,16980,19980,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-001. Complete pre-countdown sequence excludes countdown by budget definition.
training-seated-hamstring-reach-first-use-cold-equipment-gap100,training,seated-hamstring-reach,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2;safe-chair-first-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.;Use a sturdy chair that will not slide or tip.",4,14980,100,15280,17280,20280,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-001. Complete pre-countdown sequence excludes countdown by budget definition.
training-seated-hamstring-reach-first-use-cold-equipment-gap250,training,seated-hamstring-reach,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2;safe-chair-first-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.;Use a sturdy chair that will not slide or tip.",4,14980,250,15730,17730,20730,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-001. Complete pre-countdown sequence excludes countdown by budget definition.
training-seated-hamstring-reach-first-use-warm-equipment-gap0,training,seated-hamstring-reach,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.",3,11340,0,11340,13340,16340,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-001. Equipment warnings omitted because already heard.
training-seated-hamstring-reach-first-use-warm-equipment-gap100,training,seated-hamstring-reach,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.",3,11340,100,11540,13540,16540,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-001. Equipment warnings omitted because already heard.
training-seated-hamstring-reach-first-use-warm-equipment-gap250,training,seated-hamstring-reach,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.",3,11340,250,11840,13840,16840,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-001. Equipment warnings omitted because already heard.
training-seated-hamstring-reach-first-use-warm-equipment-gap0,training,seated-hamstring-reach,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.",3,11060,0,11060,13060,16060,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-001. Equipment warnings omitted because already heard.
training-seated-hamstring-reach-first-use-warm-equipment-gap100,training,seated-hamstring-reach,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.",3,11060,100,11260,13260,16260,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-001. Equipment warnings omitted because already heard.
training-seated-hamstring-reach-first-use-warm-equipment-gap250,training,seated-hamstring-reach,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-seated-hamstring-reach-first-v2;target-seated-hamstring-reach-v2,"You're in position. Stay there.;Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.;Capture for twelve seconds.",3,11060,250,11560,13560,16560,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-001. Equipment warnings omitted because already heard.
training-seated-hamstring-reach-later-set-gap0,training,seated-hamstring-reach,clara,later_set,family_warning_already_heard,1;2,ex-seated-hamstring-reach-next-v2;target-seated-hamstring-reach-v2,Seated hamstring reach.;Capture for twelve seconds.,2,3360,0,3360,5360,8360,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-hamstring-reach-later-set-gap100,training,seated-hamstring-reach,clara,later_set,family_warning_already_heard,1;2,ex-seated-hamstring-reach-next-v2;target-seated-hamstring-reach-v2,Seated hamstring reach.;Capture for twelve seconds.,2,3360,100,3460,5460,8460,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-seated-hamstring-reach-later-set-gap250,training,seated-hamstring-reach,clara,later_set,family_warning_already_heard,1;2,ex-seated-hamstring-reach-next-v2;target-seated-hamstring-reach-v2,Seated hamstring reach.;Capture for twelve seconds.,2,3360,250,3610,5610,8610,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
