scenarioId,flow,itemId,voiceId,exposureType,implementationState,gapAssumptionMs,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-seated-hamstring-reach-side-change-clara-gap0,training,seated-hamstring-reach,clara,side_change_path,implementation_required_before_preview,0,1;2,switch-legs-v21;side-hamstring-right-extended-v21,"Switch legs.;Extend your right leg, heel on the floor.",2,4440,4440,4440,7440,later_set_reminder,4000,6000,false,true,Both-sides round path.
training-seated-hamstring-reach-side-change-clara-gap100,training,seated-hamstring-reach,clara,side_change_path,implementation_required_before_preview,100,1;2,switch-legs-v21;side-hamstring-right-extended-v21,"Switch legs.;Extend your right leg, heel on the floor.",2,4440,4540,4540,7540,later_set_reminder,4000,6000,false,true,Both-sides round path.
training-seated-hamstring-reach-side-change-clara-gap250,training,seated-hamstring-reach,clara,side_change_path,implementation_required_before_preview,250,1;2,switch-legs-v21;side-hamstring-right-extended-v21,"Switch legs.;Extend your right leg, heel on the floor.",2,4440,4690,4690,7690,later_set_reminder,4000,6000,false,true,Both-sides round path.
training-seated-hamstring-reach-side-change-marcus-gap0,training,seated-hamstring-reach,marcus,side_change_path,implementation_required_before_preview,0,1;2,switch-legs-v21;side-hamstring-right-extended-v21,"Switch legs.;Extend your right leg, heel on the floor.",2,4340,4340,4340,7340,later_set_reminder,4000,6000,false,true,Both-sides round path.
training-seated-hamstring-reach-side-change-marcus-gap100,training,seated-hamstring-reach,marcus,side_change_path,implementation_required_before_preview,100,1;2,switch-legs-v21;side-hamstring-right-extended-v21,"Switch legs.;Extend your right leg, heel on the floor.",2,4340,4440,4440,7440,later_set_reminder,4000,6000,false,true,Both-sides round path.
training-seated-hamstring-reach-side-change-marcus-gap250,training,seated-hamstring-reach,marcus,side_change_path,implementation_required_before_preview,250,1;2,switch-legs-v21;side-hamstring-right-extended-v21,"Switch legs.;Extend your right leg, heel on the floor.",2,4340,4590,4590,7590,later_set_reminder,4000,6000,false,true,Both-sides round path.
training-seated-hamstring-reach-repeat-clara-gap0,training,seated-hamstring-reach,clara,repeat_instructions,implementation_required_before_preview,0,1;2;3,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,"Seated hamstring reach. Sit tall at the chair edge.;Extend your left leg, heel on the floor.;Reach gently and hold until I say relax.",3,10260,10260,10260,13260,repeat_instructions,10000,14000,false,true,No set count.
training-seated-hamstring-reach-repeat-clara-gap100,training,seated-hamstring-reach,clara,repeat_instructions,implementation_required_before_preview,100,1;2;3,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,"Seated hamstring reach. Sit tall at the chair edge.;Extend your left leg, heel on the floor.;Reach gently and hold until I say relax.",3,10260,10460,10460,13460,repeat_instructions,10000,14000,false,true,No set count.
training-seated-hamstring-reach-repeat-clara-gap250,training,seated-hamstring-reach,clara,repeat_instructions,implementation_required_before_preview,250,1;2;3,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,"Seated hamstring reach. Sit tall at the chair edge.;Extend your left leg, heel on the floor.;Reach gently and hold until I say relax.",3,10260,10760,10760,13760,repeat_instructions,10000,14000,false,true,No set count.
training-seated-hamstring-reach-repeat-marcus-gap0,training,seated-hamstring-reach,marcus,repeat_instructions,implementation_required_before_preview,0,1;2;3,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,"Seated hamstring reach. Sit tall at the chair edge.;Extend your left leg, heel on the floor.;Reach gently and hold until I say relax.",3,10010,10010,10010,13010,repeat_instructions,10000,14000,false,true,No set count.
training-seated-hamstring-reach-repeat-marcus-gap100,training,seated-hamstring-reach,marcus,repeat_instructions,implementation_required_before_preview,100,1;2;3,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,"Seated hamstring reach. Sit tall at the chair edge.;Extend your left leg, heel on the floor.;Reach gently and hold until I say relax.",3,10010,10210,10210,13210,repeat_instructions,10000,14000,false,true,No set count.
training-seated-hamstring-reach-repeat-marcus-gap250,training,seated-hamstring-reach,marcus,repeat_instructions,implementation_required_before_preview,250,1;2;3,ex-seated-hamstring-reach-first-v21;side-hamstring-left-extended-v21;target-seated-hamstring-reach-v21,"Seated hamstring reach. Sit tall at the chair edge.;Extend your left leg, heel on the floor.;Reach gently and hold until I say relax.",3,10010,10510,10510,13510,repeat_instructions,10000,14000,false,true,No set count.
training-seated-hamstring-reach-tracking-recovery-clara-gap0,training,seated-hamstring-reach,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-seated-hamstring-reach-tracking-recovery-clara-gap100,training,seated-hamstring-reach,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-seated-hamstring-reach-tracking-recovery-clara-gap250,training,seated-hamstring-reach,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-seated-hamstring-reach-tracking-recovery-marcus-gap0,training,seated-hamstring-reach,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-seated-hamstring-reach-tracking-recovery-marcus-gap100,training,seated-hamstring-reach,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-seated-hamstring-reach-tracking-recovery-marcus-gap250,training,seated-hamstring-reach,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-seated-hamstring-reach-pause-resume-clara-gap0,training,seated-hamstring-reach,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-seated-hamstring-reach-pause-resume-clara-gap100,training,seated-hamstring-reach,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-seated-hamstring-reach-pause-resume-clara-gap250,training,seated-hamstring-reach,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-seated-hamstring-reach-pause-resume-marcus-gap0,training,seated-hamstring-reach,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-seated-hamstring-reach-pause-resume-marcus-gap100,training,seated-hamstring-reach,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-seated-hamstring-reach-pause-resume-marcus-gap250,training,seated-hamstring-reach,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-squat-free-first-use-cold-clara-gap0,training,squat-free,clara,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8460,8460,8460,11460,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-free-first-use-cold-clara-gap100,training,squat-free,clara,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8460,8660,8660,11660,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-free-first-use-cold-clara-gap250,training,squat-free,clara,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8460,8960,8960,11960,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-free-first-use-cold-marcus-gap0,training,squat-free,marcus,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8260,8260,8260,11260,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-free-first-use-cold-marcus-gap100,training,squat-free,marcus,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8260,8460,8460,11460,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-free-first-use-cold-marcus-gap250,training,squat-free,marcus,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8260,8760,8760,11760,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-free-first-use-warm-clara-gap0,training,squat-free,clara,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8460,8460,8460,11460,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-free-first-use-warm-clara-gap100,training,squat-free,clara,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8460,8660,8660,11660,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-free-first-use-warm-clara-gap250,training,squat-free,clara,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8460,8960,8960,11960,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-free-first-use-warm-marcus-gap0,training,squat-free,marcus,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8260,8260,8260,11260,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-free-first-use-warm-marcus-gap100,training,squat-free,marcus,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8260,8460,8460,11460,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-free-first-use-warm-marcus-gap250,training,squat-free,marcus,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-squat-free-first-v21;final-position-set-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;You're set.;Aim for twelve reps.",3,8260,8760,8760,11760,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-free-later-set-clara-gap0,training,squat-free,clara,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-squat-free-next-v21;target-squat-free-v21,Squat.;Aim for twelve reps.,2,2760,2760,2760,5760,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-free-later-set-clara-gap100,training,squat-free,clara,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-squat-free-next-v21;target-squat-free-v21,Squat.;Aim for twelve reps.,2,2760,2860,2860,5860,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-free-later-set-clara-gap250,training,squat-free,clara,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-squat-free-next-v21;target-squat-free-v21,Squat.;Aim for twelve reps.,2,2760,3010,3010,6010,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-free-later-set-marcus-gap0,training,squat-free,marcus,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-squat-free-next-v21;target-squat-free-v21,Squat.;Aim for twelve reps.,2,2720,2720,2720,5720,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-free-later-set-marcus-gap100,training,squat-free,marcus,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-squat-free-next-v21;target-squat-free-v21,Squat.;Aim for twelve reps.,2,2720,2820,2820,5820,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-free-later-set-marcus-gap250,training,squat-free,marcus,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-squat-free-next-v21;target-squat-free-v21,Squat.;Aim for twelve reps.,2,2720,2970,2970,5970,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-free-side-change-clara-gap0,training,squat-free,clara,side_change_path,ready_after_audio_generation,0,1,ex-squat-free-next-v21,Squat.,1,900,900,900,3900,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-free-side-change-clara-gap100,training,squat-free,clara,side_change_path,ready_after_audio_generation,100,1,ex-squat-free-next-v21,Squat.,1,900,900,900,3900,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-free-side-change-clara-gap250,training,squat-free,clara,side_change_path,ready_after_audio_generation,250,1,ex-squat-free-next-v21,Squat.,1,900,900,900,3900,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-free-side-change-marcus-gap0,training,squat-free,marcus,side_change_path,ready_after_audio_generation,0,1,ex-squat-free-next-v21,Squat.,1,900,900,900,3900,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-free-side-change-marcus-gap100,training,squat-free,marcus,side_change_path,ready_after_audio_generation,100,1,ex-squat-free-next-v21,Squat.,1,900,900,900,3900,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-free-side-change-marcus-gap250,training,squat-free,marcus,side_change_path,ready_after_audio_generation,250,1,ex-squat-free-next-v21,Squat.,1,900,900,900,3900,later_set_reminder,4000,6000,true,true,Not side-specific.
training-squat-free-repeat-clara-gap0,training,squat-free,clara,repeat_instructions,ready_after_audio_generation,0,1;2,ex-squat-free-first-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;Aim for twelve reps.",2,7320,7320,7320,10320,repeat_instructions,10000,14000,true,true,No set count.
training-squat-free-repeat-clara-gap100,training,squat-free,clara,repeat_instructions,ready_after_audio_generation,100,1;2,ex-squat-free-first-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;Aim for twelve reps.",2,7320,7420,7420,10420,repeat_instructions,10000,14000,true,true,No set count.
training-squat-free-repeat-clara-gap250,training,squat-free,clara,repeat_instructions,ready_after_audio_generation,250,1;2,ex-squat-free-first-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;Aim for twelve reps.",2,7320,7570,7570,10570,repeat_instructions,10000,14000,true,true,No set count.
training-squat-free-repeat-marcus-gap0,training,squat-free,marcus,repeat_instructions,ready_after_audio_generation,0,1;2,ex-squat-free-first-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;Aim for twelve reps.",2,7140,7140,7140,10140,repeat_instructions,10000,14000,true,true,No set count.
training-squat-free-repeat-marcus-gap100,training,squat-free,marcus,repeat_instructions,ready_after_audio_generation,100,1;2,ex-squat-free-first-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;Aim for twelve reps.",2,7140,7240,7240,10240,repeat_instructions,10000,14000,true,true,No set count.
training-squat-free-repeat-marcus-gap250,training,squat-free,marcus,repeat_instructions,ready_after_audio_generation,250,1;2,ex-squat-free-first-v21;target-squat-free-v21,"Squat. Feet about hip width. Lower as if to sit, then stand with control.;Aim for twelve reps.",2,7140,7390,7390,10390,repeat_instructions,10000,14000,true,true,No set count.
training-squat-free-tracking-recovery-clara-gap0,training,squat-free,clara,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5160,5160,8160,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-free-tracking-recovery-clara-gap100,training,squat-free,clara,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5260,5260,8260,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-free-tracking-recovery-clara-gap250,training,squat-free,clara,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5160,5410,5410,8410,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-free-tracking-recovery-marcus-gap0,training,squat-free,marcus,tracking_loss_recovery,implementation_required_before_preview,0,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5040,5040,8040,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-free-tracking-recovery-marcus-gap100,training,squat-free,marcus,tracking_loss_recovery,implementation_required_before_preview,100,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5140,5140,8140,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-free-tracking-recovery-marcus-gap250,training,squat-free,marcus,tracking_loss_recovery,implementation_required_before_preview,250,1;2,tracking-loss-v21;tracking-recovered-v21,Pause. Return to the setup position.;You're back in position. We'll restart.,2,5040,5290,5290,8290,tracking_loss_recovery_sequence,6500,9000,true,true,Fresh countdown follows.
training-squat-free-pause-resume-clara-gap0,training,squat-free,clara,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-free-pause-resume-clara-gap100,training,squat-free,clara,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-free-pause-resume-clara-gap250,training,squat-free,clara,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-squat-free-pause-resume-marcus-gap0,training,squat-free,marcus,pause_resume,ready_after_audio_generation,0,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1800,1800,4800,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-free-pause-resume-marcus-gap100,training,squat-free,marcus,pause_resume,ready_after_audio_generation,100,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,1900,1900,4900,control_confirmation,2000,3500,true,true,Controls do not replay instructions.
training-squat-free-pause-resume-marcus-gap250,training,squat-free,marcus,pause_resume,ready_after_audio_generation,250,1;2,paused-v21;resuming-v21,Paused.;Resuming.,2,1800,2050,2050,5050,control_confirmation,2000,3500,false,true,Controls do not replay instructions.
training-squat-loaded-first-use-cold-clara-gap0,training,squat-loaded,clara,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9540,9540,9540,12540,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-loaded-first-use-cold-clara-gap100,training,squat-loaded,clara,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9540,9740,9740,12740,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-loaded-first-use-cold-clara-gap250,training,squat-loaded,clara,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9540,10040,10040,13040,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-loaded-first-use-cold-marcus-gap0,training,squat-loaded,marcus,first_use_cold_equipment,ready_after_audio_generation,0,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9310,9310,9310,12310,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-loaded-first-use-cold-marcus-gap100,training,squat-loaded,marcus,first_use_cold_equipment,ready_after_audio_generation,100,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9310,9510,9510,12510,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-loaded-first-use-cold-marcus-gap250,training,squat-loaded,marcus,first_use_cold_equipment,ready_after_audio_generation,250,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9310,9810,9810,12810,ordinary_first_use_pre_countdown,12000,16000,true,true,Actual pre-countdown sequence.
training-squat-loaded-first-use-warm-clara-gap0,training,squat-loaded,clara,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9540,9540,9540,12540,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-loaded-first-use-warm-clara-gap100,training,squat-loaded,clara,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9540,9740,9740,12740,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-loaded-first-use-warm-clara-gap250,training,squat-loaded,clara,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9540,10040,10040,13040,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-loaded-first-use-warm-marcus-gap0,training,squat-loaded,marcus,first_use_after_family_introduced,ready_after_audio_generation,0,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9310,9310,9310,12310,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-loaded-first-use-warm-marcus-gap100,training,squat-loaded,marcus,first_use_after_family_introduced,ready_after_audio_generation,100,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9310,9510,9510,12510,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-loaded-first-use-warm-marcus-gap250,training,squat-loaded,marcus,first_use_after_family_introduced,ready_after_audio_generation,250,1;2;3,ex-squat-loaded-first-v21;final-position-set-v21;target-squat-loaded-v21,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.;You're set.;Aim for eight reps.",3,9310,9810,9810,12810,ordinary_first_use_pre_countdown,12000,16000,true,true,Family line omitted only when already introduced or absorbed.
training-squat-loaded-later-set-clara-gap0,training,squat-loaded,clara,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-squat-loaded-next-v21;target-squat-loaded-v21,Loaded squat.;Aim for eight reps.,2,3000,3000,3000,6000,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-loaded-later-set-clara-gap100,training,squat-loaded,clara,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-squat-loaded-next-v21;target-squat-loaded-v21,Loaded squat.;Aim for eight reps.,2,3000,3100,3100,6100,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-loaded-later-set-clara-gap250,training,squat-loaded,clara,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-squat-loaded-next-v21;target-squat-loaded-v21,Loaded squat.;Aim for eight reps.,2,3000,3250,3250,6250,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-loaded-later-set-marcus-gap0,training,squat-loaded,marcus,later_set_same_side_context,ready_after_audio_generation,0,1;2,ex-squat-loaded-next-v21;target-squat-loaded-v21,Loaded squat.;Aim for eight reps.,2,2940,2940,2940,5940,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-loaded-later-set-marcus-gap100,training,squat-loaded,marcus,later_set_same_side_context,ready_after_audio_generation,100,1;2,ex-squat-loaded-next-v21;target-squat-loaded-v21,Loaded squat.;Aim for eight reps.,2,2940,3040,3040,6040,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-loaded-later-set-marcus-gap250,training,squat-loaded,marcus,later_set_same_side_context,ready_after_audio_generation,250,1;2,ex-squat-loaded-next-v21;target-squat-loaded-v21,Loaded squat.;Aim for eight reps.,2,2940,3190,3190,6190,later_set_reminder,4000,6000,true,true,No total set count.
training-squat-loaded-side-change-clara-gap0,training,squat-loaded,clara,side_change_path,ready_after_audio_generation,0,1,ex-squat-loaded-next-v21,Loaded squat.,1,1140,1140,1140,4140,later_set_reminder,4000,6000,true,true,Not side-specific.
