newCueKey,action,oldCueKeys,flow,category,policyId,proposedNumericPriority,trigger,exactScript,isComposable,compositionRole,firstUseOrRepeat,blocksProgression,mayInterrupt,mayBeInterruptedBy,dropIfBusy,cancelOnStateExit,estimatedClaraMs,estimatedMarcusMs,targetMaxMs,hardMaxMs,wordCount,requiredForVoiceFirst,sourceContract,implementationPhase,humanReviewStatus,runtimeReadiness,implementationRequirementIds,legacyStatus,notes
ex-wall-calf-stretch-next-v21,new_asset,,training,later_set_reminder,instruction,60,,Wall calf stretch.,false,whole_recording,later_set,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,wall-calf-stretch,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-ROUND-STATE;IR-VOICE-DOSE-CONVERSION;IR-VOICE-SAFETY-SUBSUMPTION,active,
target-wall-calf-stretch-v21,new_composable_fragment,,training,target,instruction,60,,Hold for [duration].,true,target_fragment,target,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,wall-calf-stretch,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-ROUND-STATE;IR-VOICE-DOSE-CONVERSION;IR-VOICE-SAFETY-SUBSUMPTION,active,
side-calf-left-back-v21,new_asset,,training,side_instruction,instruction,60,,"Step your left leg back, heel down.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,2940,2870,12000,16000,7,true,wall-calf-stretch,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-ROUND-STATE,active,
side-calf-right-back-v21,new_asset,,training,side_instruction,instruction,60,,"Step your right leg back, heel down.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,2940,2870,12000,16000,7,true,wall-calf-stretch,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-ROUND-STATE,active,
checkup-chair-stand-intro-v21,rewrite_existing_key,chair-stand-intro,checkup,assessment_instruction,instruction,60,,"Chair stand. Sit in the middle of a sturdy chair, side-on to the phone.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5820,5670,12000,16000,15,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-chair-stand-setup-v21,rewrite_existing_key,chair-stand-setup,checkup,assessment_instruction,instruction,60,,"Cross your arms. When I say go, stand fully and sit with control until I say time.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,12000,16000,17,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-balance-intro-v21,rewrite_existing_key,balance-intro;balance-setup,checkup,assessment_instruction,instruction,60,,Balance check. Keep support within easy reach. I will guide each stance.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,4740,4620,12000,16000,12,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-balance-feet-together-v21,rewrite_existing_key,balance-feet-together,checkup,assessment_stage,instruction,60,,Feet together. Eyes open. Keep support within reach.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,3300,3220,12000,16000,8,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-BALANCE-PROTOCOL-V2,active,
checkup-balance-semi-tandem-v21,rewrite_existing_key,balance-semi-tandem,checkup,assessment_stage,instruction,60,,Semi-tandem. Slide one foot half a step forward. Eyes open.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,4380,4270,12000,16000,11,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-BALANCE-PROTOCOL-V2,active,
checkup-balance-tandem-v21,rewrite_existing_key,balance-tandem,checkup,assessment_stage,instruction,60,,"Tandem. Place one foot directly in front, heel to toe. Eyes open.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,4740,4620,12000,16000,12,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-BALANCE-PROTOCOL-V2,active,
checkup-balance-single-leg-v21,rewrite_existing_key,balance-single-leg,checkup,assessment_stage,instruction,60,,Single-leg. Stand on your selected leg and lift the other foot slightly.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5100,4970,12000,16000,13,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-BALANCE-PROTOCOL-V2,active,
checkup-shoulder-turn-left-v21,new_asset,,checkup,assessment_instruction,instruction,60,,Turn so your left side is nearest the phone.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,3660,3570,12000,16000,9,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-shoulder-turn-right-v21,new_asset,,checkup,assessment_instruction,instruction,60,,Turn so your right side is nearest the phone.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,3660,3570,12000,16000,9,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-shoulder-raise-left-v21,rewrite_existing_key,shoulder-setup,checkup,assessment_instruction,instruction,60,,Raise your left arm as high as comfortable. Hold there until I say relax.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,12000,16000,14,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-shoulder-raise-right-v21,rewrite_existing_key,shoulder-setup,checkup,assessment_instruction,instruction,60,,Raise your right arm as high as comfortable. Hold there until I say relax.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,12000,16000,14,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
checkup-hinge-setup-v21,rewrite_existing_key,hinge-setup,checkup,assessment_instruction,instruction,60,,Slowly fold from your hips and reach toward the floor. Hold there until I say stand tall.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,12000,16000,17,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,,active,
relax-arm-v21,rewrite_existing_key,relax-arm,checkup,active_stop,critical_stop,100,,Relax your arm.,false,whole_recording,shared,true,all,none,false,true,1500,1470,12000,16000,3,true,,v21_script_review,ready_for_human_review,ready_after_audio_generation,,active,
stand-tall-v21,rewrite_existing_key,stand-tall,checkup,active_stop,critical_stop,100,,Stand tall.,false,whole_recording,shared,true,all,none,false,true,1140,1120,12000,16000,2,true,,v21_script_review,ready_for_human_review,ready_after_audio_generation,,active,
chair-result-zero-v21,rewrite_existing_key,no-reps,checkup,result,result_transition,70,,No stands measured this time.,false,whole_recording,shared,true,setup_recovery;low_reassurance,critical_stop;critical_window,false,true,2220,2170,12000,16000,5,true,,v21_script_review,ready_for_human_review,ready_after_audio_generation,,active,
chair-result-prefix-v21,reuse_existing,you-completed,checkup,result,result_transition,70,,You completed,false,whole_recording,shared,true,setup_recovery;low_reassurance,critical_stop;critical_window,false,true,1140,1120,12000,16000,2,true,,v21_script_review,ready_for_human_review,ready_after_audio_generation,,active,
chair-result-suffix-v21,rewrite_existing_key,stands-suffix,checkup,result,result_transition,70,,chair stands.,false,whole_recording,shared,true,setup_recovery;low_reassurance,critical_stop;critical_window,false,true,1140,1120,12000,16000,2,true,,v21_script_review,ready_for_human_review,ready_after_audio_generation,,active,
micro-chair-power-v21,rewrite_existing_key,microcheck-chair,micro_check,micro_check_instruction,instruction,60,,Five quick chair stands. Arms crossed. Stand and sit five times as quickly as safely comfortable.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6180,6020,7000,10000,16,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-SIDE-PERSISTENCE,active,
micro-single-leg-left-v21,rewrite_existing_key,microcheck-balance,micro_check,micro_check_instruction,instruction,60,,Quick balance check. Stand on your left leg with support nearby. Hold as long as comfortable.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6180,6020,7000,10000,16,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-SIDE-PERSISTENCE,active,
micro-single-leg-right-v21,rewrite_existing_key,microcheck-balance,micro_check,micro_check_instruction,instruction,60,,Quick balance check. Stand on your right leg with support nearby. Hold as long as comfortable.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6180,6020,7000,10000,16,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-SIDE-PERSISTENCE,active,
micro-mobility-left-v21,rewrite_existing_key,ex-hamstring-reach,micro_check,micro_check_instruction,instruction,60,,Quick mobility check. Extend your left leg and reach gently until I say relax.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,7000,10000,14,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-SIDE-PERSISTENCE,active,
micro-mobility-right-v21,rewrite_existing_key,ex-hamstring-reach,micro_check,micro_check_instruction,instruction,60,,Quick mobility check. Extend your right leg and reach gently until I say relax.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,7000,10000,14,true,,v21_script_review,ready_for_human_review,implementation_required_before_preview,IR-VOICE-SIDE-PERSISTENCE,active,
close-your-eyes,conditional_only,close-your-eyes,checkup,assessment_stage,instruction,60,,"Keep holding, and gently close your eyes.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,2940,2870,12000,16000,7,false,,v21_script_review,conditional_legacy_only,conditional_legacy_only,,conditional_legacy_only,
open-your-eyes,conditional_only,open-your-eyes,checkup,assessment_stage,instruction,60,,You can open your eyes now.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,2580,2520,12000,16000,6,false,,v21_script_review,conditional_legacy_only,conditional_legacy_only,,conditional_legacy_only,
tug-intro,conditional_only,tug-intro,checkup,assessment_instruction,instruction,60,,Up and go. Use the custom beta setup for this walking check.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,4740,4620,12000,16000,12,false,,v21_script_review,conditional_legacy_only,conditional_legacy_only,,conditional_legacy_only,
tug-setup,conditional_only,tug-setup,checkup,assessment_instruction,instruction,60,,"When I say go, stand, walk the marked path, turn, walk back, and sit.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,12000,16000,14,false,,v21_script_review,conditional_legacy_only,conditional_legacy_only,,conditional_legacy_only,
set-plan-one-set-v21,retire,set-plan-one-set,shared,retired,instruction,60,,,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,12000,16000,0,false,,v21_script_review,retired,retired,,retired,Total set count is not spoken during setup.
set-plan-two-sets-v21,retire,set-plan-two-sets,shared,retired,instruction,60,,,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,12000,16000,0,false,,v21_script_review,retired,retired,,retired,Total set count is not spoken during setup.
set-plan-three-sets-v21,retire,set-plan-three-sets,shared,retired,instruction,60,,,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,12000,16000,0,false,,v21_script_review,retired,retired,,retired,Total set count is not spoken during setup.
set-plan-generic-v21,retire,set-plan-generic,shared,retired,instruction,60,,,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,12000,16000,0,false,,v21_script_review,retired,retired,,retired,Total set count is not spoken during setup.
balance-eyes-closed-default-v21,retire,close-your-eyes,shared,retired,instruction,60,,,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,12000,16000,0,false,,v21_script_review,retired,retired,,retired,Eyes-closed balance is not in the V2.1 default home protocol.
band-general-door-duplicate-v21,retire,band_inspect_before_use,shared,retired,instruction,60,,,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,12000,16000,0,false,,v21_script_review,retired,retired,,retired,Door-anchor line subsumes general band line for that setup.
