physicalCueKey,logicalCueKeys,voiceId,path,exists,sha256,durationMs,fileSizeBytes,sampleRateHz,channels,manifestRegistered,verifyAudioCovered,metadataStatus,fingerprintStatus,decodeStatus,classification,notes
tracking_pause_and_reset,,clara,assets/audio/voice/clara/tracking_pause_and_reset.mp3,true,9e1f8239d661eb3b4d435132dae53a09d39a5b2ca35246f371badf353202e29a,4783,77784,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
training-intro-v21,training-intro-v21,clara,assets/audio/voice/clara/training-intro-v21.mp3,true,880586c5b34c34ad6f46078ad593dee8296cd9a7c22230d13ec24f70e0b98c86,7059,114146,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
training-intro,,clara,assets/audio/voice/clara/training-intro.mp3,true,2d44a781e71f755b6e5f82946fc922173ea945455d5cdbcbd3a91c6335c4fd9a,9334,150509,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
training-skip-v21,training-skip-v21,clara,assets/audio/voice/clara/training-skip-v21.mp3,true,bfdfbcef4144389e95569da93f366bc0b3eb6a432721c6fc802831e90c20e071,1625,27211,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
tug-intro,,clara,assets/audio/voice/clara/tug-intro.mp3,true,ea9329de21a246cabcb6e0dba6a154105742a1d4a0ba1a71c47ae78cd60ced40,7709,124595,44100,1,true,false,not_required_legacy,not_required_legacy,ok,conditional_legacy_only,Measured from current task-start physical corpus.
tug-setup,,clara,assets/audio/voice/clara/tug-setup.mp3,true,8b0ea998bd366a7e0467a26a45036b5f14b178f8acfb52316e878ccba5cd0663,10031,161376,44100,1,true,false,not_required_legacy,not_required_legacy,ok,conditional_legacy_only,Measured from current task-start physical corpus.
turn-on-light,,clara,assets/audio/voice/clara/turn-on-light.mp3,true,a7059e8bacf986a8109a20f18f1bbf461f85a6e1e29171fa18cd1c5e847bb876,3529,57722,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
turn-side-on,,clara,assets/audio/voice/clara/turn-side-on.mp3,true,f13a4a6585356faf17cef91d0dc0f22dd60e450bace2a1b7892b5868ccaeb8e9,3576,58140,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
voice-preview,,clara,assets/audio/voice/clara/voice-preview.mp3,true,59c420eaf30eec7e2a3a45acb4a6fcde8da931547aafcc8fe54fa7da9cb1a8ee,3344,54378,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
you-completed,,clara,assets/audio/voice/clara/you-completed.mp3,true,0eb77a80a4c06c7048bf0e9340e76637fdbb94c8c1cfd6a5796f00e87aa9ad6e,1300,21777,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance-feet-together,,marcus,assets/audio/voice/marcus/balance-feet-together.mp3,true,1455e162b09bf601f04da59d6a5f5e7c96323eec0ddf937c7d898def697190a9,2183,35988,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance-intro,,marcus,assets/audio/voice/marcus/balance-intro.mp3,true,dc8cad8c1f97e463ce6a30012e83077a66a7c6ac8f4d632b787879ea9b3be4ab,8220,132537,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance-semi-tandem,,marcus,assets/audio/voice/marcus/balance-semi-tandem.mp3,true,9a4ba956d49dd7307998d12462622bbf6231556f563a02f305c85e601909f719,4365,71097,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance-setup,,marcus,assets/audio/voice/marcus/balance-setup.mp3,true,3163578306947109facf627d59fe82bfe35ec2a56966ca9243d5ce53ac75b83b,7245,117072,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance-single-leg,,marcus,assets/audio/voice/marcus/balance-single-leg.mp3,true,9902f1e4169a6d47ebb5624c178bd98721dad5fdf5de5fa8073dcc672a78c7f7,3297,53960,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance-tandem,,marcus,assets/audio/voice/marcus/balance-tandem.mp3,true,c9af4b0f2d6b2b63f3a00edae53d9b13d3974f7369015b35b314df8d96bdd47e,3204,52288,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
balance_no_eyes_closed_or_unstable_surface,,marcus,assets/audio/voice/marcus/balance_no_eyes_closed_or_unstable_surface.mp3,true,61004d31b1407107515b8eb79d8482a68b795a41da5335ff7bf8feec1d2ad3f0,4365,71097,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
balance_stop_if_unsteady,,marcus,assets/audio/voice/marcus/balance_stop_if_unsteady.mp3,true,07c8b8c03566adf1fe56a7cf80b044a08908e2e77821c661eee1d2f688fc6141,2508,41004,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
balance_support_within_reach,,marcus,assets/audio/voice/marcus/balance_support_within_reach.mp3,true,d4fe36119aed2655c2b7ba858194164b31342406cb151e36aeb69e74c8a280d3,4087,66499,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
balance_supported_if_hesitant,,marcus,assets/audio/voice/marcus/balance_supported_if_hesitant.mp3,true,0e6d42f398713443a64c30734f2c6c84950211df619a5a9746a573008e3d8575,2090,34316,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_anchor_feet_secure,,marcus,assets/audio/voice/marcus/band_anchor_feet_secure.mp3,true,b93225a2f15bbda3c83aa6af5789a3c7b55ce5c87a042a60b8f83718eeefbf6a,4319,70261,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_controlled_return,,marcus,assets/audio/voice/marcus/band_controlled_return.mp3,true,2d3c61cef7432c84689a5aed5c09c8c1bc1274e32ff5a0bf658da4e35db161c5,1997,33062,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_do_not_overstretch,,marcus,assets/audio/voice/marcus/band_do_not_overstretch.mp3,true,fec44b0c0870b8f32527f8a6c2f47af0e314f3dfbc4de490cefc7231c402263f,2972,48527,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_face_and_eyes_clear,,marcus,assets/audio/voice/marcus/band_face_and_eyes_clear.mp3,true,1d0b4591672f109aeef68e35454e57f124615264734aa4639e112ba30fe4a2e0,2647,43511,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_inspect_before_use,,marcus,assets/audio/voice/marcus/band_inspect_before_use.mp3,true,3ba59585148b801b8ed46ee36e4a8f8ec2d53a940bc7c96f7340dfe8dc677042,5062,81964,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_never_release_under_tension,,marcus,assets/audio/voice/marcus/band_never_release_under_tension.mp3,true,9dd37051c0972894656f8fd592d6eeb6a6d2eb8b38c5ec9d9300aa0ea885c952,1904,31391,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_secure_grip,,marcus,assets/audio/voice/marcus/band_secure_grip.mp3,true,317a0b0a10803a0cf3c925bda364c880d37c1b27939b10a3cc8e862579cafef9,2694,44347,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_stable_stance,,marcus,assets/audio/voice/marcus/band_stable_stance.mp3,true,f81c2e780aff7ec0b9296fff876fed17f7af89b33c041ec5c6dba912e3e6bb9d,2786,45601,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
band_stop_if_slips_or_shifts,,marcus,assets/audio/voice/marcus/band_stop_if_slips_or_shifts.mp3,true,4cf0248178fc3c747c783cb2902b1deb8fccf755ba02a78b2ee55543ca123030,5805,94084,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
center-yourself,,marcus,assets/audio/voice/marcus/center-yourself.mp3,true,17163d4582bfd58d61a7e8108bb60d13d08bd95d9ee964a7c0def967895bc76c,1950,32226,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
chair-stand-intro,,marcus,assets/audio/voice/marcus/chair-stand-intro.mp3,true,fd98865deb1bfc2752ccb30ef86405bc8a0524f00fa39f0fd46d87d728472f24,10031,161376,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
chair-stand-setup,,marcus,assets/audio/voice/marcus/chair-stand-setup.mp3,true,c69c08f2a09fa21bd5490b706600dad752ded9bef5cb9cc2d153bfb172b66c23,11006,177258,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
chair_controlled_sit,,marcus,assets/audio/voice/marcus/chair_controlled_sit.mp3,true,f6ae6e2a8883467ea4c5f863789e5c7f7abe7612f6106ebac2ad5d00098fc225,2786,45601,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
chair_use_sturdy_chair,,marcus,assets/audio/voice/marcus/chair_use_sturdy_chair.mp3,true,e94bfbe40396fb751a61a3850e8f61f5a203d7f9e0415d2d04dfc2b6386a3e6d,2694,44347,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
checkup-balance-feet-together-v21,checkup-balance-feet-together-v21,marcus,assets/audio/voice/marcus/checkup-balance-feet-together-v21.mp3,true,654fc80a0f009df7ccc9285270891d2095841b8d385c76725c8da52eca3cf46d,3576,58140,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-intro-v21,checkup-balance-intro-v21,marcus,assets/audio/voice/marcus/checkup-balance-intro-v21.mp3,true,f973a9b48e5cb1954f9fc9391c2edd676ae507de6d58c31a64e4ef6680256ee0,5016,81128,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-balance-next-stance-v21,checkup-balance-next-stance-v21,marcus,assets/audio/voice/marcus/checkup-balance-next-stance-v21.mp3,true,35cbd9579ebb38f1bb83f6739fb565e9b88bf52e8521425dde6fbfc0d008596b,2136,35152,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-semi-tandem-left-v21,checkup-balance-semi-tandem-left-v21,marcus,assets/audio/voice/marcus/checkup-balance-semi-tandem-left-v21.mp3,true,4707132a81145c44c1f9f835f5352849cf595cffcd680900540dbef32415e00e,3390,55214,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-semi-tandem-right-v21,checkup-balance-semi-tandem-right-v21,marcus,assets/audio/voice/marcus/checkup-balance-semi-tandem-right-v21.mp3,true,002eca6c0ffa2a24b220afff921c4d9f6343a100befb91230583ecfdbf24024e,3251,53124,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-single-leg-left-v21,checkup-balance-single-leg-left-v21,marcus,assets/audio/voice/marcus/checkup-balance-single-leg-left-v21.mp3,true,9145f2ee060444eb941c328422efa927f28dfc7005903764bc4c4ceffbf6af31,3019,49363,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-single-leg-right-v21,checkup-balance-single-leg-right-v21,marcus,assets/audio/voice/marcus/checkup-balance-single-leg-right-v21.mp3,true,3aec40ef658e0e828d60f4358eae4cdbbe036ce7f5676fbb4b528f28b1c84325,2786,45601,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-single-leg-v21,checkup-balance-single-leg-v21,marcus,assets/audio/voice/marcus/checkup-balance-single-leg-v21.mp3,true,4d42d9fc87151b1fc9bf618839f10098ede687a5775b32b0a2aaccabb0ecc3d5,4830,78202,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-balance-support-touch-v21,checkup-balance-support-touch-v21,marcus,assets/audio/voice/marcus/checkup-balance-support-touch-v21.mp3,true,f9e057228923740d31efcca2b1508d2dccfcecd8d94e9b34c04fc6c522d00a24,2647,43511,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-tandem-left-v21,checkup-balance-tandem-left-v21,marcus,assets/audio/voice/marcus/checkup-balance-tandem-left-v21.mp3,true,d280307722213687bbfaed1702abbefc3b9358ae9a73ff30f5c2d343d1a9e228,4598,74440,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-balance-tandem-right-v21,checkup-balance-tandem-right-v21,marcus,assets/audio/voice/marcus/checkup-balance-tandem-right-v21.mp3,true,eed918c98b64127ec47a59792f1c392da291592d163de8aba37828726ceccb00,4412,71515,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
checkup-chair-stand-intro-v21,checkup-chair-stand-intro-v21,marcus,assets/audio/voice/marcus/checkup-chair-stand-intro-v21.mp3,true,99b027f676021df1f46c4017c44e9bda7b54eef86e8b096d7fd451abf4d3e37f,4644,75276,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-chair-stand-setup-v21,checkup-chair-stand-setup-v21,marcus,assets/audio/voice/marcus/checkup-chair-stand-setup-v21.mp3,true,fe09277e0786932ff48b6be745cf730746625b70f62470c6aac1be26ee0cf8b1,5248,84889,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-complete-v21,checkup-complete-v21,marcus,assets/audio/voice/marcus/checkup-complete-v21.mp3,true,f13f8816bfe27c601d9197fe0a8d3ec7a76ddf00eb75e99ac373d1414fddafbb,2090,34316,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-complete,,marcus,assets/audio/voice/marcus/checkup-complete.mp3,true,64f5ce124907317bc84741b48a710453e375f6e9e419364cd826a1703a00aa8d,3994,64827,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
checkup-hinge-setup-v21,checkup-hinge-setup-v21,marcus,assets/audio/voice/marcus/checkup-hinge-setup-v21.mp3,true,0705c2d169d8132e53c45fa852cc059e4f3c8086b3ab311b2d1dd327351ed3a9,6084,98264,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-intro,,marcus,assets/audio/voice/marcus/checkup-intro.mp3,true,c5ea926e64b3960816df0233c0cd8dc9948a1c7856e2b1c4917e2175292d076c,12910,207769,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
checkup-shoulder-raise-left-v21,checkup-shoulder-raise-left-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-raise-left-v21.mp3,true,52f2d7ab2d96002d3308991924be1cd845a493aef53bd6312261862f69f5a58b,4087,66499,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-shoulder-raise-right-v21,checkup-shoulder-raise-right-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-raise-right-v21.mp3,true,2814dfc4190eb3000e6a6f40956f1d8c0586bd17423d84f5465a15326ab418e6,4180,67753,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-shoulder-turn-left-v21,checkup-shoulder-turn-left-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-turn-left-v21.mp3,true,9d8db5289e6632aec48dd1740f51cf732b23d7a7db84740e989475a7c79f3017,2322,38078,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
checkup-shoulder-turn-right-v21,checkup-shoulder-turn-right-v21,marcus,assets/audio/voice/marcus/checkup-shoulder-turn-right-v21.mp3,true,8a96888a13a3581ba9f59e1a21707b5f9b355ac374df3d2483c5c6de428745cc,2276,37660,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
close-your-eyes,close-your-eyes,marcus,assets/audio/voice/marcus/close-your-eyes.mp3,true,eb7c3ed43be1e9bb35d71cdae491d499477d11d140e6f924d01ed02149eb9e2a,2043,33898,44100,1,true,false,not_required_legacy,not_required_legacy,ok,script_mismatch_candidate_not_reused,Measured from current task-start physical corpus.
comfortable_range_only,,marcus,assets/audio/voice/marcus/comfortable_range_only.mp3,true,208e4c8eca1b377a65fee6a7afa47eb2bca06cdb710c64442e9b44aae2dd26c1,1950,32226,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
cooldown-now,,marcus,assets/audio/voice/marcus/cooldown-now.mp3,true,b50340dddde2f8fdba98f43172d1d70ea6532400ddb86e0b633d9143e0bdf880,2508,41004,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
countdown-one,countdown-one,marcus,assets/audio/voice/marcus/countdown-one.mp3,true,da321ac124d192e8423bf074f3c5c027840a0b0e25884195116d70c34c225ff4,604,10911,44100,1,true,false,not_required_legacy,not_required_legacy,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
countdown-three,countdown-three,marcus,assets/audio/voice/marcus/countdown-three.mp3,true,a953bfde0b8641897fd01e4095d6847ab9b5b52de917052a8f2edaafc35dc8a8,789,13836,44100,1,true,false,not_required_legacy,not_required_legacy,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
countdown-two,countdown-two,marcus,assets/audio/voice/marcus/countdown-two.mp3,true,765398a75a42490b8b037d29f5fa9f657f73eab78717d2967d44978687bfc9b9,743,13000,44100,1,true,false,not_required_legacy,not_required_legacy,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
door_anchor_follow_manufacturer_setup,,marcus,assets/audio/voice/marcus/door_anchor_follow_manufacturer_setup.mp3,true,16b2dc5d2fa5b489d6f3450c5c20df775b5c0cd2cfd55837b6c22caed8f9ab8e,3947,64409,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
door_anchor_fully_closed,,marcus,assets/audio/voice/marcus/door_anchor_fully_closed.mp3,true,e09c730743583b8d86ccba63f8a039e503f6a8e70b6c50c89ffde3f7538b5736,3019,49363,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
door_anchor_stay_out_of_door_path,,marcus,assets/audio/voice/marcus/door_anchor_stay_out_of_door_path.mp3,true,dabf3b2c3f495bbe06416e004fee45526890e8360231fb8daf2982d5ba7edf2c,3065,50199,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
door_anchor_stop_if_moves,,marcus,assets/audio/voice/marcus/door_anchor_stop_if_moves.mp3,true,448dc5db4f31b8a4a47a7f5ed8ea76709c97612249a7d945322357d526a3def8,4365,71097,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
door_anchor_test_light_tension,,marcus,assets/audio/voice/marcus/door_anchor_test_light_tension.mp3,true,9b5b06b4d3a18fd0028e36c395a51256d7db3b9680789f012088392bf6130639,3158,51453,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
equip-balance-support-v21,equip-balance-support-v21,marcus,assets/audio/voice/marcus/equip-balance-support-v21.mp3,true,c23120bfd12536a2b6d952fb60cbee6812039903c5f94789ec6704b63a1558d4,1765,29301,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
equip-chair-stable-v21,equip-chair-stable-v21,marcus,assets/audio/voice/marcus/equip-chair-stable-v21.mp3,true,61978c8143a6f6032eeeae07faacd5b0e4d1a0053075963300b148bba7f24d1e,2276,37660,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
equip-door-anchor-v21,equip-door-anchor-v21,marcus,assets/audio/voice/marcus/equip-door-anchor-v21.mp3,true,7200193040d480fc3f2fcec018f429b52d5363c726a7ec8319226e87a48d28cf,3344,54378,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
equip-floor-transition-v21,equip-floor-transition-v21,marcus,assets/audio/voice/marcus/equip-floor-transition-v21.mp3,true,262476a630bb383414f913ae1a5d89bde26e536dcd98cc7baba0403f3acd5678,3111,51035,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
equip-long-band-v21,equip-long-band-v21,marcus,assets/audio/voice/marcus/equip-long-band-v21.mp3,true,15c581e3a8beb7506fdb02e9b9452dcb125f43965b4d8cd8eb701cd3d22ae60e,2926,47691,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
equip-step-stable-v21,equip-step-stable-v21,marcus,assets/audio/voice/marcus/equip-step-stable-v21.mp3,true,74b9117a50220f24cbdc195938d18910840114060321b3e6dc77b75dfe973175,3019,49363,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
equip-support-close-v21,equip-support-close-v21,marcus,assets/audio/voice/marcus/equip-support-close-v21.mp3,true,bc5fcfef2cdd434e4e32721ba83a3d0ce3faa9eb8fe6f42727888d569b17183c,2183,35988,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,marcus,assets/audio/voice/marcus/ex-balance-feet-together-hold-first-v21.mp3,true,df60d7c52991c0aa11055786af8d415b31a3c44f20205d6befa7e28526f8b654,5108,82799,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,marcus,assets/audio/voice/marcus/ex-balance-feet-together-hold-next-v21.mp3,true,7fd5826420d44772fffc7c40fb60f555e9b9ea5606db2cbe9942dc5f40498a5b,1393,23449,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,marcus,assets/audio/voice/marcus/ex-balance-single-leg-hold-first-v21.mp3,true,0170c7cfddaab014d990be92c084c174c0b6b3cdf64e1c3e777e6a61df29d955,2183,35988,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,marcus,assets/audio/voice/marcus/ex-balance-single-leg-hold-next-v21.mp3,true,41b8c74511d813d779459794a99e528327f7080d7cc927b0c6c30bc1f4cc5fc4,1254,20942,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,marcus,assets/audio/voice/marcus/ex-balance-tandem-hold-first-v21.mp3,true,cf76d10f462d879c50b2d6104c158421b02f438bf03b57e0b7ea75cc0752ddde,2229,36824,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,marcus,assets/audio/voice/marcus/ex-balance-tandem-hold-next-v21.mp3,true,7d189ed99a7569dc535ac45f8db4bfa92d305925b8ea181fd5e5f141c6b11fef,975,16762,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-balance,,marcus,assets/audio/voice/marcus/ex-balance.mp3,true,bfbe6d2d69387fbff02e641acded41a86b2d2b153e40200b1d50defd3d0273c1,7616,122924,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,marcus,assets/audio/voice/marcus/ex-band-pull-apart-first-v21.mp3,true,c6563158cf1146fe3d00780a08f1d2f11dc05cf1fba7f05b5fda95d24cdd6379,6548,105787,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,marcus,assets/audio/voice/marcus/ex-band-pull-apart-next-v21.mp3,true,b2686d808214fc5487f2c13c6e9ccefd061d3f1987b2a12fc9336bdb8b39b34d,1393,23449,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,marcus,assets/audio/voice/marcus/ex-chair-supported-split-squat-first-v21.mp3,true,66838c3bb7d76452450a4b8156102c92aac1a7a12fc61efba638d7e09d2360bd,3576,58140,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,marcus,assets/audio/voice/marcus/ex-chair-supported-split-squat-next-v21.mp3,true,6d3af7bbff1d438049a666c0e6aa4eb3e3917f6d6d8f4fb68b99a3746cdbe8ba,1486,24703,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-glute-bridge-hold-first-v21,ex-glute-bridge-hold-first-v21,marcus,assets/audio/voice/marcus/ex-glute-bridge-hold-first-v21.mp3,true,936deb7b51609b20b0d1d5803999e5457da0465246ad36265b6662baf6baabdb,5062,81964,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-glute-bridge-hold-next-v21,ex-glute-bridge-hold-next-v21,marcus,assets/audio/voice/marcus/ex-glute-bridge-hold-next-v21.mp3,true,d4204106a951e541369e01b394b6c3ee680b522f8152fbfe5d4de3ad1a7b6db2,975,16762,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
