scenarioId,variantId,voiceId,latencyProfile,eventIndex,eventId,controllerStateBefore,controllerStateAfter,eventScheduledAtMs,speakCalledAtMs,cueKeys,incomingPriority,voiceBusyBefore,currentPriority,audibleStartEstimatedAtMs,assetDurationMs,sequenceDurationMs,playbackEndEstimatedAtMs,completionCallbackAtMs,measurementStartsAtMs,measurementEndsAtMs,stateExitAtMs,outcome,timingMarginMs,staleAfterStateExit,userImpact,confidence,notes
"go_audible_onset_timing","go_audible_onset_timing:clara:L0:default","clara","L0","517","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","0","2972","2972","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"go_audible_onset_timing","go_audible_onset_timing:clara:L0:default","clara","L0","518","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","0","3483","3483","3483","3483","3000","","","played_fully","-483","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"go_audible_onset_timing","go_audible_onset_timing:clara:L0:default","clara","L0","519","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"go_audible_onset_timing","go_audible_onset_timing:clara:L100:default","clara","L100","520","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","100","2972","3172","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"go_audible_onset_timing","go_audible_onset_timing:clara:L100:default","clara","L100","521","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","100","3483","3683","3583","3683","3000","","","played_fully","-583","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"go_audible_onset_timing","go_audible_onset_timing:clara:L100:default","clara","L100","522","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"go_audible_onset_timing","go_audible_onset_timing:clara:L250:default","clara","L250","523","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","250","2972","3472","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"go_audible_onset_timing","go_audible_onset_timing:clara:L250:default","clara","L250","524","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","250","3483","3983","3733","3983","3000","","","played_fully","-733","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"go_audible_onset_timing","go_audible_onset_timing:clara:L250:default","clara","L250","525","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L0:default","marcus","L0","526","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","0","2694","2694","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L0:default","marcus","L0","527","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","0","3622","3622","3622","3622","3000","","","played_fully","-622","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L0:default","marcus","L0","528","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L100:default","marcus","L100","529","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","100","2694","2894","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L100:default","marcus","L100","530","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","100","3622","3822","3722","3822","3000","","","played_fully","-722","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L100:default","marcus","L100","531","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L250:default","marcus","L250","532","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","250","2694","3194","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L250:default","marcus","L250","533","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","250","3622","4122","3872","4122","3000","","","played_fully","-872","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"go_audible_onset_timing","go_audible_onset_timing:marcus:L250:default","marcus","L250","534","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"times_up_during_another_cue","times_up_during_another_cue:clara:L0:default","clara","L0","535","mpv2_balance_tracking_retry_busy","balance_trial","balance_rest","0","0","mpv2_balance_tracking_retry","100","false","","0","6037","6037","6037","6037","","","","played_fully","","false","","confirmed_deterministic_model",""
"times_up_during_another_cue","times_up_during_another_cue:clara:L0:default","clara","L0","536","chair_deadline_to_balance_setup","chair_active","balance_setup","250","250","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","true","100","","","","","","","250","","dropped_equal_priority","","false","stop cue may be dropped in equal-priority collision","confirmed_deterministic_model","Both incoming and current are priority 100, so times-up is dropped if a critical cue is busy."
"times_up_during_another_cue","times_up_during_another_cue:clara:L100:default","clara","L100","537","mpv2_balance_tracking_retry_busy","balance_trial","balance_rest","0","0","mpv2_balance_tracking_retry","100","false","","100","6037","6237","6137","6237","","","","played_fully","","false","","confirmed_deterministic_model",""
"times_up_during_another_cue","times_up_during_another_cue:clara:L100:default","clara","L100","538","chair_deadline_to_balance_setup","chair_active","balance_setup","250","250","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","true","100","","","","","","","250","","dropped_equal_priority","","false","stop cue may be dropped in equal-priority collision","confirmed_deterministic_model","Both incoming and current are priority 100, so times-up is dropped if a critical cue is busy."
"times_up_during_another_cue","times_up_during_another_cue:clara:L250:default","clara","L250","539","mpv2_balance_tracking_retry_busy","balance_trial","balance_rest","0","0","mpv2_balance_tracking_retry","100","false","","250","6037","6537","6287","6537","","","","played_fully","","false","","confirmed_deterministic_model",""
"times_up_during_another_cue","times_up_during_another_cue:clara:L250:default","clara","L250","540","chair_deadline_to_balance_setup","chair_active","balance_setup","250","250","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","true","100","","","","","","","250","","dropped_equal_priority","","false","stop cue may be dropped in equal-priority collision","confirmed_deterministic_model","Both incoming and current are priority 100, so times-up is dropped if a critical cue is busy."
"times_up_during_another_cue","times_up_during_another_cue:marcus:L0:default","marcus","L0","541","mpv2_balance_tracking_retry_busy","balance_trial","balance_rest","0","0","mpv2_balance_tracking_retry","100","false","","0","5666","5666","5666","5666","","","","played_fully","","false","","confirmed_deterministic_model",""
"times_up_during_another_cue","times_up_during_another_cue:marcus:L0:default","marcus","L0","542","chair_deadline_to_balance_setup","chair_active","balance_setup","250","250","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","true","100","","","","","","","250","","dropped_equal_priority","","false","stop cue may be dropped in equal-priority collision","confirmed_deterministic_model","Both incoming and current are priority 100, so times-up is dropped if a critical cue is busy."
"times_up_during_another_cue","times_up_during_another_cue:marcus:L100:default","marcus","L100","543","mpv2_balance_tracking_retry_busy","balance_trial","balance_rest","0","0","mpv2_balance_tracking_retry","100","false","","100","5666","5866","5766","5866","","","","played_fully","","false","","confirmed_deterministic_model",""
"times_up_during_another_cue","times_up_during_another_cue:marcus:L100:default","marcus","L100","544","chair_deadline_to_balance_setup","chair_active","balance_setup","250","250","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","true","100","","","","","","","250","","dropped_equal_priority","","false","stop cue may be dropped in equal-priority collision","confirmed_deterministic_model","Both incoming and current are priority 100, so times-up is dropped if a critical cue is busy."
"times_up_during_another_cue","times_up_during_another_cue:marcus:L250:default","marcus","L250","545","mpv2_balance_tracking_retry_busy","balance_trial","balance_rest","0","0","mpv2_balance_tracking_retry","100","false","","250","5666","6166","5916","6166","","","","played_fully","","false","","confirmed_deterministic_model",""
"times_up_during_another_cue","times_up_during_another_cue:marcus:L250:default","marcus","L250","546","chair_deadline_to_balance_setup","chair_active","balance_setup","250","250","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","true","100","","","","","","","250","","dropped_equal_priority","","false","stop cue may be dropped in equal-priority collision","confirmed_deterministic_model","Both incoming and current are priority 100, so times-up is dropped if a critical cue is busy."
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:clara:L0:default","clara","L0","547","chair_deadline_to_balance_setup","chair_active","balance_setup","0","0","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","false","","0","9195","9195","9195","9195","","","","played_fully","","false","","confirmed_deterministic_model",""
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:clara:L0:default","clara","L0","548","balance_setup_confirmed_to_ready","balance_setup","balance_ready","250","250","mpv2_balance_attempt_start","60","true","100","","","","","","","","","dropped_lower_priority","","false","attempt-start cue is dropped by still-playing chair transition sequence","confirmed_deterministic_model","User can confirm balance setup while transition sequence is still priority 100."
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:clara:L100:default","clara","L100","549","chair_deadline_to_balance_setup","chair_active","balance_setup","0","0","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","false","","100","9195","9795","9695","9795","","","","played_fully","","false","","confirmed_deterministic_model",""
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:clara:L100:default","clara","L100","550","balance_setup_confirmed_to_ready","balance_setup","balance_ready","250","250","mpv2_balance_attempt_start","60","true","100","","","","","","","","","dropped_lower_priority","","false","attempt-start cue is dropped by still-playing chair transition sequence","confirmed_deterministic_model","User can confirm balance setup while transition sequence is still priority 100."
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:clara:L250:default","clara","L250","551","chair_deadline_to_balance_setup","chair_active","balance_setup","0","0","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","false","","250","9195","10695","10445","10695","","","","played_fully","","false","","confirmed_deterministic_model",""
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:clara:L250:default","clara","L250","552","balance_setup_confirmed_to_ready","balance_setup","balance_ready","250","250","mpv2_balance_attempt_start","60","true","100","","","","","","","","","dropped_lower_priority","","false","attempt-start cue is dropped by still-playing chair transition sequence","confirmed_deterministic_model","User can confirm balance setup while transition sequence is still priority 100."
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:marcus:L0:default","marcus","L0","553","chair_deadline_to_balance_setup","chair_active","balance_setup","0","0","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","false","","0","9799","9799","9799","9799","","","","played_fully","","false","","confirmed_deterministic_model",""
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:marcus:L0:default","marcus","L0","554","balance_setup_confirmed_to_ready","balance_setup","balance_ready","250","250","mpv2_balance_attempt_start","60","true","100","","","","","","","","","dropped_lower_priority","","false","attempt-start cue is dropped by still-playing chair transition sequence","confirmed_deterministic_model","User can confirm balance setup while transition sequence is still priority 100."
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:marcus:L100:default","marcus","L100","555","chair_deadline_to_balance_setup","chair_active","balance_setup","0","0","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","false","","100","9799","10399","10299","10399","","","","played_fully","","false","","confirmed_deterministic_model",""
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:marcus:L100:default","marcus","L100","556","balance_setup_confirmed_to_ready","balance_setup","balance_ready","250","250","mpv2_balance_attempt_start","60","true","100","","","","","","","","","dropped_lower_priority","","false","attempt-start cue is dropped by still-playing chair transition sequence","confirmed_deterministic_model","User can confirm balance setup while transition sequence is still priority 100."
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:marcus:L250:default","marcus","L250","557","chair_deadline_to_balance_setup","chair_active","balance_setup","0","0","times-up-v21;checkup-balance-intro-v21;checkup-balance-single-leg-v21","100","false","","250","9799","11299","11049","11299","","","","played_fully","","false","","confirmed_deterministic_model",""
"result_completion_transition_while_prior_cue_busy","result_completion_transition_while_prior_cue_busy:marcus:L250:default","marcus","L250","558","balance_setup_confirmed_to_ready","balance_setup","balance_ready","250","250","mpv2_balance_attempt_start","60","true","100","","","","","","","","","dropped_lower_priority","","false","attempt-start cue is dropped by still-playing chair transition sequence","confirmed_deterministic_model","User can confirm balance setup while transition sequence is still priority 100."
"retry_during_intro","retry_during_intro:clara:L0:immediate","clara","L0","559","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","0","14211","14211","14211","14211","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L0:immediate","clara","L0","560","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L0:after_250ms","clara","L0","561","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","0","14211","14211","14211","14211","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L0:after_250ms","clara","L0","562","chair_setup_confirmed_to_practice","chair_setup","chair_practice","250","250","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L0:after_current_speech","clara","L0","563","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","0","14211","14211","14211","14211","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L0:after_current_speech","clara","L0","564","chair_setup_confirmed_to_practice","chair_setup","chair_practice","14711","14711","mpv2_chair_practice_start","60","false","","14711","2972","2972","17683","17683","","","","played_fully","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L100:immediate","clara","L100","565","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","100","14211","14811","14711","14811","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L100:immediate","clara","L100","566","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L100:after_250ms","clara","L100","567","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","100","14211","14811","14711","14811","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L100:after_250ms","clara","L100","568","chair_setup_confirmed_to_practice","chair_setup","chair_practice","250","250","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L100:after_current_speech","clara","L100","569","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","100","14211","14811","14711","14811","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L100:after_current_speech","clara","L100","570","chair_setup_confirmed_to_practice","chair_setup","chair_practice","15311","15311","mpv2_chair_practice_start","60","false","","15411","2972","3172","18383","18483","","","","played_fully","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L250:immediate","clara","L250","571","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","250","14211","15711","15461","15711","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L250:immediate","clara","L250","572","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L250:after_250ms","clara","L250","573","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","250","14211","15711","15461","15711","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L250:after_250ms","clara","L250","574","chair_setup_confirmed_to_practice","chair_setup","chair_practice","250","250","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:clara:L250:after_current_speech","clara","L250","575","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","250","14211","15711","15461","15711","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:clara:L250:after_current_speech","clara","L250","576","chair_setup_confirmed_to_practice","chair_setup","chair_practice","16211","16211","mpv2_chair_practice_start","60","false","","16461","2972","3472","19433","19683","","","","played_fully","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L0:immediate","marcus","L0","577","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","0","14350","14350","14350","14350","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L0:immediate","marcus","L0","578","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L0:after_250ms","marcus","L0","579","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","0","14350","14350","14350","14350","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L0:after_250ms","marcus","L0","580","chair_setup_confirmed_to_practice","chair_setup","chair_practice","250","250","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L0:after_current_speech","marcus","L0","581","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","0","14350","14350","14350","14350","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L0:after_current_speech","marcus","L0","582","chair_setup_confirmed_to_practice","chair_setup","chair_practice","14850","14850","mpv2_chair_practice_start","60","false","","14850","2694","2694","17544","17544","","","","played_fully","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L100:immediate","marcus","L100","583","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","100","14350","14950","14850","14950","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L100:immediate","marcus","L100","584","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L100:after_250ms","marcus","L100","585","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","100","14350","14950","14850","14950","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L100:after_250ms","marcus","L100","586","chair_setup_confirmed_to_practice","chair_setup","chair_practice","250","250","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L100:after_current_speech","marcus","L100","587","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","100","14350","14950","14850","14950","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L100:after_current_speech","marcus","L100","588","chair_setup_confirmed_to_practice","chair_setup","chair_practice","15450","15450","mpv2_chair_practice_start","60","false","","15550","2694","2894","18244","18344","","","","played_fully","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L250:immediate","marcus","L250","589","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","250","14350","15850","15600","15850","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L250:immediate","marcus","L250","590","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L250:after_250ms","marcus","L250","591","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","250","14350","15850","15600","15850","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L250:after_250ms","marcus","L250","592","chair_setup_confirmed_to_practice","chair_setup","chair_practice","250","250","mpv2_chair_practice_start","60","true","60","","","","","","","","","dropped_equal_priority","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_intro","retry_during_intro:marcus:L250:after_current_speech","marcus","L250","593","mpv2_entry_initial_intro","screen_mount","chair_setup","0","0","mpv2_checkup_intro;checkup-chair-stand-intro-v21;checkup-chair-stand-setup-v21","60","false","","250","14350","15850","15600","15850","","","","played_fully","","false","","confirmed_deterministic_model",""
"retry_during_intro","retry_during_intro:marcus:L250:after_current_speech","marcus","L250","594","chair_setup_confirmed_to_practice","chair_setup","chair_practice","16350","16350","mpv2_chair_practice_start","60","false","","16600","2694","3194","19294","19544","","","","played_fully","","false","practice-start instruction may be dropped before the user hears it","confirmed_deterministic_model","Confirm setup button is available before intro speech completes."
"retry_during_chair_practice","retry_during_chair_practice:clara:L0:immediate","clara","L0","595","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L0:after_250ms","clara","L0","596","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L0:after_current_speech","clara","L0","597","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L100:immediate","clara","L100","598","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L100:after_250ms","clara","L100","599","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L100:after_current_speech","clara","L100","600","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L250:immediate","clara","L250","601","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
"retry_during_chair_practice","retry_during_chair_practice:clara:L250:after_250ms","clara","L250","602","retry_during_chair_practice","current_stage","same_or_restarted_stage","0","","","","false","","","","","","","","","","not_emitted","","false","No explicit retry-v21 cue is wired for this branch.","confirmed_source","Current MPV2 has no generic retry user action in the live screen."
