assetId,voiceId,cueKey,path,extension,sha256,gitBlobId,fileSizeBytes,durationMs,codec,container,sampleRateHz,channels,bitRate,decodeStatus,gitTrackingStatus,worktreeStatus,lfsStatus,inCurrentManifest,hasCurrentCueDefinition,hasCurrentGenerationSource,hasCurrentRuntimeReference,hasCurrentTestReference,pairedVoicePath,pairedVoiceExists,pairedDurationDeltaMs,pairedSourceScriptEqual,duplicateHashPaths,baselineStatus,v21Status,notes
clara:num-19,clara,num-19,assets/audio/voice/clara/num-19.mp3,mp3,6182e5e6508435f81be3da331d50f0a12788003b3c2e6246f6232f1c0af6bf92,132f4c266a5bf3740abebcfa6cf6b1c69b2d0e10,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-19.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-2,clara,num-2,assets/audio/voice/clara/num-2.mp3,mp3,9feda6657b2bb018f743ac82920828c87d3d61391b30149197844ccd8cfa609b,4bc859c0cc55e7b1b2fa495a69f5b002a6fe29ae,11328,650,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-2.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-20,clara,num-20,assets/audio/voice/clara/num-20.mp3,mp3,ec473d3934f37cdd74a41ee3c8ee492e88d0618c15f0dc26faccbeec9c3fdd56,c9766198adc5bbb50b8700b68f52060fed43d483,13836,789,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-20.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-21,clara,num-21,assets/audio/voice/clara/num-21.mp3,mp3,a58e3bebae4db1d28ad84d9a603a994f4abbe79537b954a5c603eaf6d7bc63bf,e32c035bac0c773cd760f89f00b0df4a266455fe,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-21.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-22,clara,num-22,assets/audio/voice/clara/num-22.mp3,mp3,ff8db281767ab9179c791580bb8fd465e296f4f7323d1962f16ddb4267b6ed82,cc532a4628d3a5b4fc8239d74bf7689425fa993d,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-22.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-23,clara,num-23,assets/audio/voice/clara/num-23.mp3,mp3,fe64504835d7d573df28f559a556c5423066d5c033b51cbfb76ba88892c92a65,1addb1812a0927e6ebdaf64de90c513bb9a52b64,16762,975,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-23.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-24,clara,num-24,assets/audio/voice/clara/num-24.mp3,mp3,d8a40657477a9f02b8be57f4136f247674b85a630f2aaf2118a5c3d61525746a,cd46783d8623783b2aafd9f4800629d79e8c15f4,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-24.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-25,clara,num-25,assets/audio/voice/clara/num-25.mp3,mp3,7fa8e5a790eb84c3ae43475c9946fc12ed6a67792f6db242a6674e9614996b69,cfd1bcb7aef136bf533a93694ad10ae4e755876c,16762,975,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-25.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-26,clara,num-26,assets/audio/voice/clara/num-26.mp3,mp3,0b5ed8397c6830edb7cf698d00d1c26d67a56024bfce3085d0c7fab9cfa7079a,670e98eaddecfd56e17f523b27d6f37e61bfd0c9,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-26.mp3,true,-46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-27,clara,num-27,assets/audio/voice/clara/num-27.mp3,mp3,7661745a4eb97ee28f97e0fdbf83bf1b6b0a5b42c698974cd0ddc029accd8cfb,565aa0f959a5048f4d672bac0328fbdd3e8f5734,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-27.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-28,clara,num-28,assets/audio/voice/clara/num-28.mp3,mp3,c5a6aee6012c564d02b0369248536953b4cd14f6c701de20cd361b76e7631b85,b47b9184502a6b1adb62bed057d4f4645d0b19d1,16762,975,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-28.mp3,true,139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-29,clara,num-29,assets/audio/voice/clara/num-29.mp3,mp3,d633fe965f625d6b131efe5c2e222afe2babc4b982dd1116e14b2dcb0c9cfb4e,3a10c541cbe6e693ea8f46a9746d4d4e1ff7081f,15090,882,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-29.mp3,true,-47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-3,clara,num-3,assets/audio/voice/clara/num-3.mp3,mp3,8daf7c107ede7316642cc658abba182e8c9230142c37b8369c626976cb9dfa22,e29d13e0b8a1eb5a03f21cefeb8ea070a993f6ce,12164,697,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-3.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-30,clara,num-30,assets/audio/voice/clara/num-30.mp3,mp3,fdee8539db0d00f7bbe54919d3470f6732bf9b15dbc9b4dc0148a4450a438bc7,5e6be62936d95227d09160bff7b08911a52264d4,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-30.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-31,clara,num-31,assets/audio/voice/clara/num-31.mp3,mp3,af249862cd2a9794fd068ab4f99cd2f1159c1aff2f2bba5126697a051b9a6631,1db86fc374968c9f3c67b87dcd12abd0c3747443,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-31.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-32,clara,num-32,assets/audio/voice/clara/num-32.mp3,mp3,d33a9232853b528108277363e92f9d468f6053691793a2e7476e87ec1035f748,93da6c4a5082bc4fb6ada77e48b957183c0fbefe,15090,882,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-32.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-33,clara,num-33,assets/audio/voice/clara/num-33.mp3,mp3,2914774f802533c77c098ad967883f2a47f4349be4af67d978f8ab1e0a758fe4,7340472da5400f89c4aac9fb0017c7a61774f7ee,16762,975,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-33.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-34,clara,num-34,assets/audio/voice/clara/num-34.mp3,mp3,b1d43187465db7de1c1097046730bcde394800ae2e383972e5b175de3acaa34e,e6e70df537c35d13cdc0726cc80c2a90bb83d004,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-34.mp3,true,-93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-35,clara,num-35,assets/audio/voice/clara/num-35.mp3,mp3,db0e2e7f0d7271440c4dedd86c8530af1f983d1c475b24c8cd2260833a9fe97c,7d48b163e8e577e9bb38acbb32f9905d5b3ab9d9,17598,1022,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-35.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-36,clara,num-36,assets/audio/voice/clara/num-36.mp3,mp3,f784a1723d312e99e44845d0923c869d2335f7725d6744e5092563f2a4a49aed,5e0f23d2f2cf5aba0e0fe45e59c7335d186e9c09,16762,975,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-36.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-37,clara,num-37,assets/audio/voice/clara/num-37.mp3,mp3,868f7974d47d03ba72db8e210fff8ce2c1c94cc8af542aeeaf03d773b02ffda4,2ed9aa9cbbac8447b0428e6f4572b61c4d0233e7,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-37.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-38,clara,num-38,assets/audio/voice/clara/num-38.mp3,mp3,ff4e89313b34b89570838ebaa2ed8f428365d6bbfb5473c82b148e559c46bd44,97b5eec0c71eaa1e860414ff3af76d96d5664475,15090,882,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-38.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-39,clara,num-39,assets/audio/voice/clara/num-39.mp3,mp3,893d1a43df4a95a2bc1b140b818c2dd5828c7d26cce679d276e2de6cb75eaf79,0a035327163b2b16f591940f2b7ec9db44a60bf8,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-39.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-4,clara,num-4,assets/audio/voice/clara/num-4.mp3,mp3,c1c6f48edf13a29d8b8f9e9f685c7742b625a3e67c72f2f1aff0895f48b86cc7,627ed7546615e589b8f9f65ea9648730f1d0b44c,10911,604,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-4.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-40,clara,num-40,assets/audio/voice/clara/num-40.mp3,mp3,d583136c41d0cff8332e7671bfc100fd870d40a25fdd72abcce393a3efc92da1,9ea1bd75780fa5297eb66465a72f7c42c14f8330,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-40.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-5,clara,num-5,assets/audio/voice/clara/num-5.mp3,mp3,0f28744730fb8c8107442f6346d127f876a4c9678783515fdc1e6b067c9d7dc6,73a41413112939aa87e9682263b194c9a609db8b,13836,789,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-5.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-6,clara,num-6,assets/audio/voice/clara/num-6.mp3,mp3,22c5bb91f78602f24472381b5f05f878bcf4eb8813acfaccb67b536167ff7807,d53e7cff926468867f29413b5085fc1fe4e8e5fe,11328,650,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-6.mp3,true,-47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-7,clara,num-7,assets/audio/voice/clara/num-7.mp3,mp3,2de30ed33460eb0a8096decad94258f78c105b7c082fbbd0b3720f7cd66a7c86,17ab0a1d48b4945ce675afc5429fa2a5789a2b2f,12164,697,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-7.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-8,clara,num-8,assets/audio/voice/clara/num-8.mp3,mp3,23795d6d65d38ba6a73fc433d6c944e7900e56adccb33015a0bb52c533c51b40,eb7062ed2d0bb0ff2283f69801213ace7beeca42,11328,650,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,true,assets/audio/voice/marcus/num-8.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-9,clara,num-9,assets/audio/voice/clara/num-9.mp3,mp3,0d48d74676906fae7c9988edad459904bc7c856c2f3254e86763b4a3fac0bdd5,9ee94a6f8331377753af17842976a58db4fc2cd7,12164,697,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-9.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:open-your-eyes,clara,open-your-eyes,assets/audio/voice/clara/open-your-eyes.mp3,mp3,42ead386b2cddcdcc16e88d3049e27623b1a067e873a985e9f7d62a4c7122314,383ba35d58906286f6de56a96729e06d2f0f8fc9,24285,1440,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/open-your-eyes.mp3,true,140,true,,unchanged_from_baseline,v21_exact_key_exact_script,prior_duration_row_exists
clara:relax-arm,clara,relax-arm,assets/audio/voice/clara/relax-arm.mp3,mp3,bd26b1ad07a85d9a7f3d748a2202b0716a726b7d993d3aa8ea9e48fe65088a1a,8e1f2e1f8c0563724adc4e62bd9adff4b84ec0c8,38914,2368,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/relax-arm.mp3,true,185,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:rest-now,clara,rest-now,assets/audio/voice/clara/rest-now.mp3,mp3,9e2ecc61f61a54161ac90b2b6cc2c32479f6715e0d2f119949087b995a5308e7,a9b802401f8f06e2967144a820db962ed52be17d,24285,1440,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/rest-now.mp3,true,-278,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:retry-v21,clara,retry-v21,assets/audio/voice/clara/retry-v21.mp3,mp3,f4019dd660dbf5f9a7846b8c3291717a3c5de9888941e6fbb168c5175c6ec8fc,,20524,1207,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/retry-v21.mp3,true,46,true,,added_since_baseline,v21_exact_key_exact_script,no_prior_duration_row; current_worktree_addition
clara:session-complete,clara,session-complete,assets/audio/voice/clara/session-complete.mp3,mp3,c535cf3dcf3549202be2908541300771870ed4afdf6c5977a181e1f2288c234d,5386b48f327b3598fda3236f16677bcad81be573,76948,4737,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/session-complete.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:set-done,clara,set-done,assets/audio/voice/clara/set-done.mp3,mp3,d70d81ec29a9b5685d4afe4e94fbc30198d6ff9f12ad60383aeb451d17051bd5,870189a4d42b383afdb07093d5a1f9cfdd2e0822,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/set-done.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:shoulder-intro,clara,shoulder-intro,assets/audio/voice/clara/shoulder-intro.mp3,mp3,704e0f8990fa52302942689b5620db77654545dec68e754554d67bd867bf5128,0946130af3c3758c8ff72404f7646e411dda3818,106623,6594,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/shoulder-intro.mp3,true,510,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:shoulder-setup,clara,shoulder-setup,assets/audio/voice/clara/shoulder-setup.mp3,mp3,9f8ec416f2cd0f120ee6f1c4ba28f9427a1a6bca9607e0e2931a13249f97ac18,2fd2a756523392f10d63a388cdfadde15605b3c4,102862,6362,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/shoulder-setup.mp3,true,-186,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:stand-tall,clara,stand-tall,assets/audio/voice/clara/stand-tall.mp3,mp3,b4d832015e4805a649f70ad0c3f452c5b28c3d70e384eefea0d64418a1881485,680b89e53f6c516b067022138e1ba8121185d041,47691,2926,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/stand-tall.mp3,true,558,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:stands-suffix,clara,stands-suffix,assets/audio/voice/clara/stands-suffix.mp3,mp3,9facee758bbea6634c28cc8c3619139e73fd37097037f5e0b701e35ba6f6d6c7,ddd0b6b7074d93892ef694eb14962e978af9276e,27211,1625,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/stands-suffix.mp3,true,92,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step-back,clara,step-back,assets/audio/voice/clara/step-back.mp3,mp3,b835094715ad8165af9bd2050302009f86ae59d0730e351a7a48fccf0e2ae740,cfa0d4e765bd2b3a956ccecf50f5d4ff6a764167,24285,1440,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/step-back.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step-closer,clara,step-closer,assets/audio/voice/clara/step-closer.mp3,mp3,c709f242d0c83f44f689c484c37ed4a5206db9ccdd258db1da512798d5bf70fe,109a9d333b2b53715c77d06d2eaaa1c90b060640,26375,1579,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/step-closer.mp3,true,139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step-into-frame,clara,step-into-frame,assets/audio/voice/clara/step-into-frame.mp3,mp3,b0549c2f5d11a0c5d40e3b0bdc3ac4fe39a52b6ceef251dafbcfc55c263bc151,24e2cba93da4d44a472ca109ded5964affe3d70c,47691,2926,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/step-into-frame.mp3,true,-325,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step_clear_dry_area,clara,step_clear_dry_area,assets/audio/voice/clara/step_clear_dry_area.mp3,mp3,984e5affe779520a52cc8604b3fc0c63db08c18df9150e7d258e7f93b845f559,708d7fad21f79115a92dc73ebf1ca67343897dc7,47273,2879,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/step_clear_dry_area.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step_controlled_return,clara,step_controlled_return,assets/audio/voice/clara/step_controlled_return.mp3,mp3,75a042c7e190f3d381eb04f72b43f3fab8be7ea2dd1ddea15235727309e23057,c24fcb22121226e86a23f5ad200c449197e2d6a4,51035,3111,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/step_controlled_return.mp3,true,-93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step_fixed_support_nearby,clara,step_fixed_support_nearby,assets/audio/voice/clara/step_fixed_support_nearby.mp3,mp3,715632100f2280fc3b9d25ba84fd759302c902bfdb31395083c93787a3b61df5,b919dc712bc887b350bb4827e5a52e6d4628f742,63573,3901,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/step_fixed_support_nearby.mp3,true,279,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step_phone_out_of_path,clara,step_phone_out_of_path,assets/audio/voice/clara/step_phone_out_of_path.mp3,mp3,b07cc6c53c008e123ce8b630fac3dde58e8db9a27e5eb0f4b9bb48f5df7ebd1f,ba2b30cb27985a65223ec596eac9338c9f3079a5,45601,2786,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/step_phone_out_of_path.mp3,true,-140,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step_stop_if_unstable,clara,step_stop_if_unstable,assets/audio/voice/clara/step_stop_if_unstable.mp3,mp3,00a2094ea75b64ff3c77049b12c51a0ca124626b523ada3f829dadabb55cb0b8,cde5f3fdbc09f192bb9d550a4eed9de6b88da3a0,60648,3715,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/step_stop_if_unstable.mp3,true,-232,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:step_use_low_stable_step,clara,step_use_low_stable_step,assets/audio/voice/clara/step_use_low_stable_step.mp3,mp3,ad82344842d718a8b6d1d9ab18280cd4ffa97b6c6417ab8f5451468c070c1cf5,53b6376c32d860f9ceec0d211a3be361764087d9,44765,2740,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/step_use_low_stable_step.mp3,true,186,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:support_keep_support_within_reach,clara,support_keep_support_within_reach,assets/audio/voice/clara/support_keep_support_within_reach.mp3,mp3,72f9ccce4c70224459f21959fa0648efc93a0bb97847cdfa77087f8c620fd75b,5c3ec4bcf5a2a613f70b02a460fc7b36695963ab,44765,2740,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/support_keep_support_within_reach.mp3,true,-93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:support_use_sturdy_support,clara,support_use_sturdy_support,assets/audio/voice/clara/support_use_sturdy_support.mp3,mp3,00ea3dc0476ee53205d087474326e8ee351cb96e3bf12beb9e5700e7e1dda0e5,1d261cc3b6b7eceac470e348f837bcf4d6e95d4d,51453,3158,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/support_use_sturdy_support.mp3,true,-139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:thats-your-set,clara,thats-your-set,assets/audio/voice/clara/thats-your-set.mp3,mp3,3bf1acafbc6c03bd903e420f35312af4d23b12d85cb686e4a6c9b4ec1ef7372f,d8c3cbb6563facd19ee5e2be411e8645ececce33,24703,1486,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/thats-your-set.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:time-to-retest,clara,time-to-retest,assets/audio/voice/clara/time-to-retest.mp3,mp3,505f855082477c85befb6d7665acd0f226bc2d0d2120d688e7d359140d639f24,c86a8eae3b2d62e35cfd887179c33ae621f9e9d4,86561,5341,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/time-to-retest.mp3,true,-278,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:times-up-v21,clara,times-up-v21,assets/audio/voice/clara/times-up-v21.mp3,mp3,8bbb2a9ba2fd03f2b680fb6b774472249193bb362af0e0adcb733144b11d38b0,,13000,743,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/times-up-v21.mp3,true,0,true,,added_since_baseline,v21_exact_key_exact_script,no_prior_duration_row; current_worktree_addition
clara:times-up,clara,times-up,assets/audio/voice/clara/times-up.mp3,mp3,1e1d25c3171cd0c238712e75c13275194717b03b445db8feba87aa79292026ba,a98c5cf0ea57cf9f064b49d36cce047dc3a9fd2d,37660,2276,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/times-up.mp3,true,326,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:tracking-loss-v21,clara,tracking-loss-v21,assets/audio/voice/clara/tracking-loss-v21.mp3,mp3,e19c3f74db52f97bcea439482dc9b9b78e530ed05218550406de17fa44391585,,39750,2415,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/tracking-loss-v21.mp3,true,232,true,,added_since_baseline,v21_exact_key_exact_script,no_prior_duration_row; current_worktree_addition
clara:tracking-recovered-v21,clara,tracking-recovered-v21,assets/audio/voice/clara/tracking-recovered-v21.mp3,mp3,432ed99cf776b785eba8a32b574fc2bb8b63f611e03fa37e6388283bf0d76262,,37660,2276,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/tracking-recovered-v21.mp3,true,326,true,,added_since_baseline,v21_exact_key_exact_script,no_prior_duration_row; current_worktree_addition
clara:tracking_keep_full_body_in_view,clara,tracking_keep_full_body_in_view,assets/audio/voice/clara/tracking_keep_full_body_in_view.mp3,mp3,bbb419acc79c87601de9e9bcb752b38fdb3d7bbb9b4a65166328cfc2fd48c40d,51f5bb498b406bc0502d183c62629d292e228aec,53960,3297,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/tracking_keep_full_body_in_view.mp3,true,371,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:tracking_move_when_cued,clara,tracking_move_when_cued,assets/audio/voice/clara/tracking_move_when_cued.mp3,mp3,ed20f01b61ef05bcb3a4631c1755f3a7247b579bdb396047945d1867b9baa296,ab6030e7a4c0169a6551cb9cd1d07ee510e1b1e3,35152,2136,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/tracking_move_when_cued.mp3,true,-47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:tracking_no_rush_or_exaggerate,clara,tracking_no_rush_or_exaggerate,assets/audio/voice/clara/tracking_no_rush_or_exaggerate.mp3,mp3,f43aaa250d4a960ef1f1765533cadc8d632b3fa48fd6b4f6b3bb03f91da1338c,ba534d0a6da8c627add391d36746b3f0ef6cbcb5,57722,3529,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/tracking_no_rush_or_exaggerate.mp3,true,325,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:tracking_pause_and_reset,clara,tracking_pause_and_reset,assets/audio/voice/clara/tracking_pause_and_reset.mp3,mp3,373bf4dfb118e5e62062584ff4de622160b4204bb497d703a70442308bd5c648,ac2b77d3aa90b1709d0ddad64e32963cb04b3216,73186,4505,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/tracking_pause_and_reset.mp3,true,186,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
